"Type","Country","Region","Location","Name","Latitude","Longitude","Year Deployment","Year Modification","Bottom Depth [m]","Reef Edge [m]","Min. Dist. From Coastline [km]","Surrounding Seabed","Meadows","Reef Typology","Structure Wreck","Material","Arrangement Modules","Origin Reef","Total Area [sqm]","Total Volume [cum]","Oasis [Nr.]","Distance Between Oasis [m]","Oasi Dimension[sqm]","Type Of Structures","Structures [Nr.]","Structures Dimension [m]","Dist. Between Structures [m]","Modules Shape","Modules [Nr.]","Dist Between Modules [m]","Dimension LWH [m]","Weight Or Displacement [tons]","Experimental/Professional","Scope","Exploitation","Possible Exploitation","Observations","Biocenosis","Alien Species","Protected Species","Protected area","Management Program","Concession Area","Surveillance Service","Monitoring Program","Available data","Available literature (Scientific or Grey)"
"Artificial reef","Italy","Abruzzo","Pescara","Pescara",42.5022167,14.2480666,2005,,"14-18",,5.55,"Sand, Mud","No","Specifically designed modules",,"Concrete","Geometrically assembled",,10567150.36,,"17 (each composed by 7 bell-shaped modules)","5 -10",,,,,,"bell-shape modules, some of them  with external stainless steel bars and holes","bell-shape modules (268)","<175 on the open sea side and along the orthogonal side of the reef area","bell-shape modules (h 2)",,"Experimental","Finfish enhancement, Habitat protection, Mariculture","No","Diving/Snorkeling, Mariculture, Professional fishery, Recreational fishery, Restocking with introduction of juveniles of precious species",,,,,,"no","no","no","yes","Benthic community, Fish community, Water column","Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 1° anno di monitoraggio - anno 2005. 2005. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 56 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 2° anno di monitoraggio - anno 2006. 2006. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 74 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 3° anno di monitoraggio - anno 2007. 2007. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 68 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 4° anno di monitoraggio - anno 2008. 2008. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 100 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 5° anno di monitoraggio - anno 2009. 2009. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 66 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 6° anno di monitoraggio - anno 2010. 2010. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 66 pp
Giansante C., Fatigati M., Ciarrocchi F., Milillo G.S., Onori L., Ferri N. 2010. Monitoring of ichthyic fauna in artificial reefs along the Adriatic coast of the Abruzzi Region of Italy. Veterinaria Italiana 46(3), 365-374
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 7° anno di monitoraggio - anno 2011. 2011. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 66 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 8° anno di monitoraggio - anno 2012. 2012. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 92 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 9° anno di monitoraggio - anno 2013. 2013. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 67 pp
Monitoraggio biologico sulle barriere artificiali installate in provincia di Pescara. 10° anno di monitoraggio - anno 2014. 2014. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Pescara - Cod. Progetto 03/BA/02/AB - ""PROTEZIONE E SVILUPPO DELLE RISORSE ACQUATICHE"". 96 pp
"
"Natural reef","Croatia","Zadar","Zaglav","Strmac",43.9008,15.1394,,,30,24,14.8,"Rocks","No","Ledges (vertical reef face characterized by visible crevices)",,,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling",,"Alcyonium",,,,"no",,,"No",,
"Natural reef","Croatia","Zadar","Sali ","Veli Garmenjak",43.8666,15.1827,,,55,12,13.8,,"No","Ledges (vertical reef face characterized by visible crevices)",,,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling",,"Asbestopluma hypogea",,,,"no",,,"No",,
"Natural reef","Croatia","Zadar","Sali","Kampanel",43.8625,15.1861,,,56,30,11,,"Yes","High profile reef (the reef protrudes more than 20 meters from the base substratum) ",,,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling",,"Gorgoniidae",,,,"no",,,"No",,
"Natural reef","Croatia","Šibenik","Sali","Sestrice male",43.8494,15.2152,,,60,6,14.8,,,"Ledges (vertical reef face characterized by visible crevices)",,,,,,,,,,,,,,,,,,,,,"Diving/Snorkeling","Diving/Snorkeling",,"Gorgoniidae",,,,"no",,,"No",,
"Artificial reef","Italy","Abruzzo","Cologna","Cologna",42.7507667,14.0347833,2005,,"14-18",,5.55,"Sand, Mud","No","Specifically designed modules",,"Concrete, Rocks, Steel/Iron","Geometrically assembled, Single modules",,4000000,,,,,"cones (formed by rocks), Pyramids (formed by concrete cubes)","cones (18) ","cones (h 3, larger base Φ 10, smaller base Φ 3)",,"concrete cubes some of them with steel bars","concrete cubes (516)",,"concrete cubes (1/1/1)",,"Experimental","Finfish enhancement, Habitat protection, Mariculture","No","Diving/Snorkeling, Mariculture, Professional fishery, Recreational fishery, Restocking with introduction of juveniles of precious species",,,,,,"Istituto Zooprofilattico Sperimentale del’abruzzo e del Molise “G. Caporale” (IZSA&M)","no","no","yes","Benthic community, Fish community, Water column","Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 2° anno di monitoraggio - anno 2006. 2006. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 71 pp
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 3° anno di monitoraggio - anno 2007. 2007. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 60 pp
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 4° anno di monitoraggio - anno 2008. 2008. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 61 pp
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 5° anno di monitoraggio - anno 2009. 2009. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 54 pp
Giansante C., Fatigati M., Ciarrocchi F., Milillo G.S., Onori L., Ferri N. 2010. Monitoring of ichthyic fauna in artificial reefs along the Adriatic coast of the Abruzzi Region of Italy. Veterinaria Italiana 46(3), 365-374
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 6° anno di monitoraggio - anno 2011. 2011. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 57 pp
Monitoraggio biologico sulle barriere artificiali installate in prossimità di Cologna. 7° anno di monitoraggio - anno 2012. 2012. Istituto Zooprofilattico Sperimentale dell’Abruzzo e del Molise “G. Caporale” & Provincia di Teramo. Doc.U.P. Pesca - 2000-2006 Mis. 3.1- Provincia di Teramo - Cod. Progetto 03/BA/03/AB. 68 pp

"
"Artificial reef","Italy","Emilia Romagna","Ravenna","Paguro wreck",44.3844,12.5825,1965,"1990-1991 and 1999-2000","10 - 34",,20,"Mud","No","Decommissioned structures",,"Steel/Iron","Geometrically assembled",,31400,,,,,"offshore extraction platform, whole jackup drilling rig and additional iron structures deriving from off-shore activities",,,,,,,,,"Experimental, Professional","Diving/Snorkeling, Habitat protection, Research","Diving/Snorkeling","Diving/Snorkeling, Research",,,,,,"The managing body is the Emilia-Romagna region, together with the association “Paguro”, the Coast Guard of Ravenna, the Marine Research Centre in Cesenatico and ARPAE Emilia-Romagna. Foreseen management measures include: regulation and promotion of human activities, monitoring of physicochemical and biological parameters, training and dissemination activities, removal of derelict fishing gear.
","yes","no","Within the MSFD activities, an annual sampling for contaminants in sediments and biota plus granulometric analysis (period 2018-2020) is carried out by ARPAE Emilia-Romagna.","Benthic community, Fish community, Planktonic communities, Sediments, Water column","Bisca A., Ricci V.G., Pepoli R., Rambelli F., Vistoli G.P. 1994. Paguro. Immagini da un relitto. Edizioni Calderini, Bologna. 152 pp.
Ponti M., Capra A., Gabbianelli G., Ceccherelli V.U. 1998. Environmental characterization and macrobenthic communities on the Northern Adriatic “Paguro” wreck. Rapp. Comm. int. Mer Médit., 35, 1998, 478. 
Abstract: The ""Paguro""' drilling platform wreck has today come to constitute an artificial reef of particular interest. The aim of this study has been to characterise this habitat and to investigate the distribution of macrobenthic communities in relation to the main chemical and physical parameters of the water. For this purpose, a graphic three-dimensional reconstruction of the wreck has been made, direct samples of macrobenthos have been taken, and, finally, photographic transects have been performed. The data thus obtained have been subjected to statistical analysis.
Key words: Artificial Reefs, Zoobenthos, Biodiversity, GIS, Adriatic Sea
Pacchioli D., Ponti M. 2002. Censimenti subacquei. I progetti in Adriatico settentrionale. Deep, Anno V, maggio-giugno 2002, n.21, 5-7
Ponti M., Abbiati M., Seccherelli V.U. 2002. Drilling platforms as artificial reefs: distribution of macrobenthic assemblages of the “Paguro” wreck (northern Adriatic Sea). ICES Journal of Marine Science 59. S316-S323. 
Abstract: Offshore drilling raises the issue of disposal of platforms at the end of their productive cycle and re-use as artificial reefs has been proposed. The wreck of the “Paguro” drilling platform, which sank in the northern Adriatic Sea in 1965, offers the opportunity to study the performance of offshore structures as artificial reefs in a region where this solution has not been explored before. We provide a description of the macrobenthic assemblages present at the wreck at different sites and at different depths, based on destructive and photographic sampling. Results show that the wreck has been colonized by a rich and diversified fauna. Primary space has been dominated by mussels and oysters, which provide suitable habitats for a variety of benthic invertebrates. Assemblages vary among sites, species richness is greatest at those sites facing prevailing currents. Distribution patterns vary vertically, evenness (Hill’s N10) decreasing significantly with depth. It is argued that the results contribute to the background knowledge required in rigs-to-reefs programmes.
Key words: artificial reef, benthic fauna, decommissioning, northern Adriatic Sea, offshore platform
Rinaldi A., Rambelli F. 2004. Sul relitto della piattaforma “Paguro”. Guida al riconoscimento della fauna marina. Editrice La Mandragora, Imola. 222 pp.
SIC-ZPS IT4070026. Relitto della piattaforma Paguro. Piano di Gestione. 2018. 66pp. https://ambiente.regione.emilia-romagna.it/it/parchi-natura2000/rete-natura-2000/siti/it4070026
"
"Artificial reef","Italy","Friuli Venezia Giulia","Trieste","Miramare Reef",45.70174,13.7101,1978,,18,,0.18,"Mud","No","Specifically designed modules",,"Concrete","Geometrically assembled",,280,181,1,,280,"stack","stack (30)","stack (h 2.5 - 3)",,"pipe",,,"pipe (0.5-4.0 L,  1.55 Φ)",,"Experimental","Finfish enhancement, Habitat protection","No","Research",,,,,,"yes","no","yes","Shoreline Soc. COOP.","Benthic community, Fish community","Bressan G. 1988. Appunti sulla fattibilità di una barriera artificiale sommersa nel Golfo di Trieste: processi di colonizzazione e fitocenosi guida. Hydrores, 5 (6): 47-56
Orel G. 1988. Aspetti della bionomia bentonica e della pesca del Golfo di Trieste con particolare riferimento ai fondali prospicienti il promontorio di Miramare. Hydrores V(6): 57-70.
Odorico R., Bussani M., Mora G. 1999. Use of polyethylene in artificial structures: Ecomare Project. Proceedings Seventh International Conference on Artificial Reefs and related Acquatic Habitats (7th CARAH), Sanremo 1999: 652-654
Falace A., Zanelli E., Bressan G. 2006. Algal transplantation as a potential tool for artificial reef management and environmental mitigation. Bulletin of Marine Science, 78 (1): 161-166 
Le barriere artificiali ADRI.BLU in Friuli Venezia Giulia. AT 4 -Azioni pilota finalizzate all'incremento della sostenibilità delle attività di pesca. Gestione sostenibile delle attività di pesca e delle risorse alieutiche dell'Adriatico. 2007. Progetto ADRIBLU. INTERREG III A – Alto Adriatico. p: 95-105."
"Artificial reef","Italy","Veneto","Porto Levante","Reef Terminale GNL",45.080517,12.570783,2010,,28,,13.5,"Mud","No","Specifically designed modules",,"Concrete","Geometrically assembled",,19000,,,,,"3-levels Tecnoreef pyramids, 2-levels Tecnoreef pyramids,  1-level Tecnoreef pyramids ","3-levels Tecnoreef pyramids (6) , 2-levels Tecnoreef pyramids (30),  1-level Tecnoreef pyramids (55)","Tecnoreef pyramids (h 1-3)",,"concrete plinths","plinths (24)",,,,"Experimental","Finfish enhancement, Habitat protection","No","Research",,,,,,"Terminale GNL Adriatico S.r.l.","yes","yes","yes","Benthic community, Fish community, Geophysical map","Piano di monitoraggio ambientale (fase di esercizio) del Terminale GNL di Porto Viro e della condotta di collegamento alla terraferma. ISPRA 2016. Relazione tecnico scientifica Indagini Remotely Operated Vehicle (ROV). Area del Terminale -Fase di esercizio provvisorio V anno (46 E), pp. 53.
"
"Artificial reef","Italy","Marche","Pedaso - Cupra Marittima","Pedaso - Cupra Marittima",43.089,13.906,2005,,"14.5-15",,5.56,"Mud","No","Specifically designed modules",,"Concrete","Geometrically assembled",,810000,,1,,810000,"Tecnoreef pyramids","Tecnoreef pyramids (76)","Tecnoreef pyramids (h 2.4)","40-60","plinth-pole modules","plinth-pole modules (214)",,"plinth-pole (h 4)",,"Professional","Finfish enhancement, Habitat protection","No","Diving/Snorkeling, Fishing Tourism, Mariculture, Professional fishery, Recreational fishery, Research",,,,,,,"no","no","no","Benthic community, Fish community, Geophysical map, PAH in mussels, Sediments","Fabi G., Spagnolo A. 2008. Monitoraggio volto alla valutazione degli effetti indotti dalla realizzazione della barriera artificiale a fini multipli Pedaso – Cupra Marittima. IV anno di indagine (2008) – III anno dopo la posa in opera dei substrati artificiali. Rapporto finale. Rapporto per Regione Marche – Servizio Attività ittiche, Commercio e Tutela del Consumatore, Caccia e Pesca Sportiva. 81 pp
La Mesa M., Scarcella G., Grati F., Fabi G.  2010. Age and growth of the black scorpionfish, Scorpena porcus (Pisces, Scorpaenidae) from artificial structures and natural reefs in the Adriatic Sea. Sciencia Marina, 74(4): 677-685
Ponti  M., Fava F., Fabi G., Giovanardi O. 2010. Benthic Assemblages on artificial pyramids along the Central and Norther Adriatic italian coasts. Biologia Marina Mediterranea, 17 (1): 177-178
Scarcella G., Grati F., Polidori P., Domenichetti F., Bolognini L., Fabi G. 2011. Comparison of growth rates estimated by otolith reading of Scorpaena porcus and Scorpaena notata caught on artificial and natural reefs of the Northern Adriatic Sea. Brazilian Journal of Oceanography, 59(special issue CARAH): 33-42
Spagnolo A., Cuicchi C., Punzo E., Santelli A., Scarcella G., Fabi G. 2014. Patterns of colonization and succession of benthic assemblages in two artificial substrates. Journal of Sea Research, 88: 78-86
Punzo E., Spagnolo A., Fabi G. 2015. Testing of different materials for artificial reefs (western Adriatic Sea). RECIF Conference of artificial reefs: from materials to ecosystem - ESITC Caen (France), 27-29 January 2015: 44-52"
"Artificial reef","Italy","Apulia","Manfredonia - Zapponeta ","Manfredonia - Zapponeta ",41.550161,15.969719,2008,,"8-11 ",,6,"Sand","No","Specifically designed modules",,"Concrete","Geometrically assembled",,36000000,,1,,1000000,"tripods",,,,"tripods, little concrete bricks",,,,,"Experimental","Habitat restoration","Maybe",,,,,,,,"no","no","no",,
